"Datum","Land","Wert","Verzeichnis","Haupttyp"
"2012-03-01","China",54243,"GKV","5"
"2012-03-02","Hong Kong",103500,"GKV","3"
"2012-03-02","Singapur",4000,"GKV","1"
"2012-03-02","Mexiko",4000,"GKV","5"
"2012-03-02","Russland",120,"5.1","1"
"2012-03-05","Hong Kong",164700,"GKV","3"
"2012-03-05","Russland",37975,"GKV","2"
"2012-03-05","Israel",143000,"GKV","2"
"2012-03-06","Katar",236316,"GKV","2"
"2012-03-06","China",680000,"GKV","2"
"2012-03-06","China",264782,"GKV","2"
"2012-03-06","China",143921,"GKV","2"
"2012-03-06","China",617093,"GKV","2"
"2012-03-06","Taiwan",2890,"GKV","1"
"2012-03-06","Bangladesh",6740,"GKV","6"
"2012-03-06","Thailand",5500,"GKV","5"
"2012-03-06","Pakistan",5500,"GKV","5"
"2012-03-06","Vereinigte Arabische Emirate",7611,"GKV","6"
"2012-03-06","Vereinigte Arabische Emirate",11167,"GKV","6"
"2012-03-06","Vereinigte Arabische Emirate",7300,"GKV","6"
"2012-03-06","Südafrika",310,"5.1","1"
"2012-03-06","Thailand",4383,"GKV","2"
"2012-03-06","China",9784,"GKV","2"
"2012-03-06","Indonesien",7000,"GKV","5"
"2012-03-07","Grossbritannien",500,"GKV","1"
"2012-03-07","Grossbritannien",12450,"GKV","1"
"2012-03-07","Russland",363240,"GKV","2"
"2012-03-07","Indonesien",358109,"GKV","2"
"2012-03-07","Indien",6700,"GKV","6"
"2012-03-07","Taiwan",1950000,"GKV","2"
"2012-03-09","Weissrussland",1248383,"GKV","2"
"2012-03-08","Rumänien",84000,"GKV","2"
"2012-03-08","Schweden",10789,"ML (GKV)","4"
"2012-03-08","Pakistan",1635,"GKV","2"
"2012-03-08","Frankreich",330000,"GKV","0"
"2012-03-08","San Marino",95000,"ML (GKV)","10"
"2012-03-08","Niederlande",5000,"GKV","0"
"2012-03-07","Iran",2300,"unbekannt",""
"2012-03-09","Indien",453500,"GKV","2"
"2012-03-09","Pakistan",10368,"GKV","2"
"2012-03-09","Israel",41000,"GKV","7"
"2012-03-09","Israel",21000,"GKV","7"
"2012-03-09","Taiwan",863000,"GKV","2"
"2012-03-09","Chile",13900,"ML (GKV)","1"
"2012-03-09","Vietnam",902396,"GKV","5"
"2012-03-09","China",59080,"GKV","6"
"2012-03-09","China",948000,"GKV","2"
"2012-03-09","China",280000,"GKV","2"
"2012-03-09","Indien",7611,"GKV","6"
"2012-03-09","Indien",50000,"ML (GKV)","5"
"2012-03-09","Indien",10233,"GKV","6"
"2012-03-09","Indien",19720,"GKV","6"
"2012-03-09","Indien",7300,"GKV","6"
"2012-03-09","China",1371975,"GKV","2"
"2012-03-09","Brasilien",3890,"GKV","5"
"2012-03-09","China",1064250,"GKV","2"
"2012-03-09","Hong Kong",3890,"GKV","5"
"2012-03-12","China",160570,"GKV","2"
"2012-03-12","Russland",341600,"GKV","2"
"2012-03-12","Algerien",625000,"5.2","2"
"2012-03-12","China",1064250,"GKV","2"
"2012-03-12","Taiwan",70000,"GKV","3"
"2012-03-12","Vereinigte Arabische Emirate",1300,"GKV","5"
"2012-03-13","Südkorea",4600,"GKV","1"
"2012-03-13","Peru",76800,"GKV","5"
"2012-03-13","Peru",44800,"GKV","5"
"2012-03-13","Indien",840000,"GKV","2"
"2012-03-13","Peru",19200,"GKV","5"
"2012-03-13","China",570000,"GKV","2"
"2012-03-14","Brasilien",228380,"GKV","2"
"2012-03-14","China",600000,"GKV","2"
"2012-03-14","China",274216,"GKV","2"
"2012-03-14","China",200807,"GKV","2"
"2012-03-14","China",272175,"GKV","2"
"2012-03-14","Iran",1,"unbekannt",""
"2012-03-14","Katar",75000,"GKV","3"
"2012-03-15","China",79838,"GKV","5"
"2012-03-15","Brasilien",152807,"GKV","2"
"2012-03-15","Hong Kong",230000,"GKV","3"
"2012-03-15","Brasilien",152807,"GKV","2"
"2012-03-15","Brasilien",228182,"GKV","2"
"2012-03-15","Brasilien",228182,"GKV","2"
"2012-03-15","Brasilien",206445,"GKV","2"
"2012-03-15","Frankreich",600,"5.1","1"
"2012-03-16","Thailand",348409,"GKV","2"
"2012-03-16","China",452800,"GKV","2"
"2012-03-16","China",452800,"GKV","2"
"2012-03-16","China",452800,"GKV","2"
"2012-03-16","China",452800,"GKV","2"
"2012-03-16","Indien",6486,"5.1","1"
"2012-03-19","Brasilien",169371,"GKV","6"
"2012-03-19","Brasilien",431770,"GKV","2"
"2012-03-19","Kuwait",1417,"5.1","1"
"2012-03-19","Kuwait",4175,"5.1","1"
"2012-03-19","Indien",2098300,"GKV","2"
"2012-03-19","Indien",168000,"GKV","2"
"2012-03-20","Serbien",8000,"GKV","2"
"2012-03-20","Südkorea",336,"GKV","1"
"2012-03-20","Südkorea",336,"GKV","1"
"2012-03-20","Indonesien",43481,"GKV","3"
"2012-03-20","Grossbritannien",1022,"GKV","1"
"2012-03-20","Grossbritannien",255,"GKV","1"
"2012-03-20","Grossbritannien",255,"GKV","1"
"2012-03-20","Indonesien",43481,"GKV","3"
"2012-03-20","Grossbritannien",255,"GKV","1"
"2012-03-20","Grossbritannien",255,"GKV","1"
"2012-03-20","China",528365,"GKV","2"
"2012-03-20","Indonesien",8455,"GKV","2"
"2012-03-20","China",403424,"GKV","2"
"2012-03-21","Vereinigte Arabische Emirate",2550,"ML (GKV)","3"
"2012-03-21","Frankreich",695,"5.1","1"
"2012-03-21","China",302859,"GKV","2"
"2012-03-21","China",302859,"GKV","2"
"2012-03-21","China",20000,"GKV","5"
"2012-03-21","Bangladesh",48000,"GKV","5"
"2012-03-27","Kanada",285,"ML (GKV)","3"
"2012-03-21","Singapur",38400,"GKV","5"
"2012-03-21","Taiwan",174000,"GKV","7"
"2012-03-21","Taiwan",120300,"GKV","7"
"2012-03-21","Vereinigte Arabische Emirate",521780,"ML (GKV)","11"
"2012-03-21","Chile",6700,"GKV","6"
"2012-03-21","Kongo-Kinshasa",8870,"ML (GKV)","4"
"2012-03-29","Slowenien",31517,"5.2","2"
"2012-03-22","Singapur",826874,"GKV","6"
"2012-03-22","China",699000,"GKV","2"
"2012-03-22","China",798000,"GKV","2"
"2012-03-22","China",178500,"GKV","2"
"2012-03-22","Taiwan",4000,"GKV","2"
"2012-03-22","Taiwan",35000,"GKV","2"
"2012-03-22","Russland",2970,"ChKV","0"
"2012-03-22","Schweiz",950,"5.1","1"
"2012-03-22","China",344622,"GKV","2"
"2012-03-22","Indien",9819,"GKV","2"
"2012-03-22","Kolumbien",21800,"5.1","1"
"2012-03-22","Singapur",225290,"GKV","2"
"2012-03-21","Pakistan",600000,"unbekannt",""
"2012-03-21","Indien",40000000,"unbekannt",""
"2012-03-23","China",311142,"GKV","2"
"2012-03-23","Russland",455086,"GKV","2"
"2012-03-27","Taiwan",375000,"GKV","2"
"2012-03-23","Hong Kong",99000,"GKV","3"
"2012-03-23","China",155571,"GKV","2"
"2012-03-23","Singapur",16000,"GKV","5"
"2012-03-23","Russland",240730,"GKV","2"
"2012-03-23","Hong Kong",495000,"GKV","3"
"2012-03-23","Frankreich",40000,"GKV","0"
"2012-03-23","China",54430,"GKV","5"
"2012-03-28","Libanon",287000,"GKV","5"
"2012-03-27","China",10000,"GKV","5"
"2012-03-26","Indien",12334,"GKV","5"
"2012-03-27","China",641200,"GKV","3"
"2012-03-26","Indien",1900,"5.1","1"
"2012-03-27","Indien",1900,"5.1","1"
"2012-03-27","USA",15000,"GKV","0"
"2012-03-27","Weissrussland",69130,"GKV","2"
"2012-03-27","Indien",1900,"5.1","1"
"2012-03-27","Indien",1900,"5.1","1"
"2012-03-27","Indien",1900,"5.1","1"
"2012-03-27","Litauen",13000,"5.1","1"
"2012-03-27","Indien",1900,"5.1","1"
"2012-03-27","Indien",1900,"5.1","1"
"2012-03-27","Indien",1900,"5.1","1"
"2012-03-27","China",30353,"GKV","5"
"2012-03-27","China",30353,"GKV","5"
"2012-03-27","Hong Kong",28400,"GKV","3"
"2012-03-27","China",64800,"GKV","3"
"2012-03-27","Russland",95478,"GKV","2"
"2012-08-03","Brasilien",12000000,"GKV","0"
"2012-03-27","Russland",149515,"GKV","2"
"2012-03-27","Russland",263405,"GKV","2"
"2012-03-27","Russland",140177,"GKV","2"
"2012-03-27","Marokko",41381,"GKV","3"
"2012-03-27","Marokko",41381,"GKV","3"
"2012-03-27","Malaysia",16400,"GKV","6"
"2012-03-27","Malaysia",32967,"ML (GKV)","5"
"2012-03-27","Malaysia",73565,"GKV","6"
"2012-03-28","Südafrika",162000,"GKV","6"
"2012-03-28","Israel",169371,"GKV","6"
"2012-03-28","Andorra",340,"ML (GKV)","3"
"2012-03-28","Brasilien",225513,"GKV","2"
"2012-03-28","Brasilien",244309,"GKV","2"
"2012-03-28","China",215283,"GKV","2"
"2012-03-29","Slowenien",66946,"ML (GKV)","10"
"2012-03-29","Hong Kong",733500,"GKV","3"
"2012-03-29","Hong Kong",832500,"GKV","3"
"2012-03-29","Hong Kong",73800,"GKV","3"
"2012-03-29","Taiwan",28232,"GKV","2"
"2012-04-11","Südafrika",4945,"ML (GKV)","1"
"2012-03-29","Russland",449457,"GKV","1"
"2012-03-29","Estland",7299,"GKV","6"
"2012-03-29","Estland",6651,"GKV","6"
"2012-03-29","Estland",7611,"GKV","6"
"2012-03-29","Estland",7300,"GKV","6"
"2012-04-19","Georgien",8092,"GKV","6"
"2012-03-30","Russland",166133,"GKV","2"
"2012-03-30","China",443000,"GKV","2"
"2012-03-30","China",19500,"GKV","3"
"2012-03-30","China",387000,"GKV","2"
"2012-03-30","Israel",76234,"GKV","3"
"2012-03-30","Israel",64800,"GKV","3"
"2012-03-30","Litauen",1300,"GKV","1"
"2012-03-30","Kroatien",714625,"GKV","2"
"2012-03-30","Kroatien",266750,"GKV","2"
"2012-03-30","Weissrussland",13667,"GKV","4"
"2012-04-02","Indien",259974,"GKV","2"
"2012-04-02","Niederlande",25000,"GKV","0"
"2012-04-02","Deutschland",2000,"5.1","1"
"2012-04-02","Frankreich",1870,"ML (GKV)","10"
"2012-04-02","Südafrika",13987,"GKV","2"
"2012-04-02","Malta",27825,"GKV","7"
"2012-04-02","Kuwait",1742020,"ML (GKV)","11"
"2012-04-03","Frankreich",242,"5.1","1"
"2012-04-03","Russland",330669,"GKV","2"
"2012-04-03","Brasilien",2292,"GKV","2"
"2012-04-03","Brasilien",8974,"GKV","2"
"2012-04-03","Taiwan",56000,"GKV","5"
"2012-04-03","Usbekistan",3345,"GKV","2"
"2012-04-03","Hong Kong",19500,"GKV","3"
"2012-04-03","Brasilien",9575,"GKV","2"
"2012-04-03","Israel",9230,"ML (GKV)","4"
"2012-04-03","China",174906,"GKV","2"
"2012-04-03","Brasilien",152676,"GKV","2"
"2012-04-03","Brasilien",152676,"GKV","2"
"2012-04-03","Brasilien",190264,"GKV","2"
"2012-04-19","Georgien",614445,"GKV","6"
"2012-04-03","Taiwan",685000,"GKV","2"
"2012-04-03","Taiwan",685000,"GKV","2"
"2012-04-04","Weissrussland",871655,"GKV","2"
"2012-04-04","Taiwan",5640,"GKV","2"
"2012-04-04","Singapur",4000,"GKV","1"
"2012-04-05","Taiwan",190000,"GKV","2"
"2012-04-05","Thailand",295000,"GKV","2"
"2012-04-05","Russland",208690,"GKV","3"
"2012-04-05","Thailand",270000,"GKV","2"
"2012-04-10","Niederlande",6000,"GKV","0"
"2012-04-10","China",641200,"GKV","3"
"2012-04-10","Ungarn",198000,"GKV","2"
"2012-04-10","Brasilien",816000,"GKV","5"
"2012-04-10","Mexiko",151596,"GKV","7"
"2012-04-10","Oman",25000,"GKV","4"
"2012-04-10","Mexiko",6204,"GKV","6"
"2012-04-10","Mexiko",7225,"GKV","6"
"2012-04-10","Mexiko",23200,"GKV","6"
"2012-04-10","Mexiko",19592,"GKV","6"
"2012-04-10","Israel",182000,"GKV","2"
"2012-04-11","USA",1450,"GKV","1"
"2012-04-11","USA",3650,"GKV","1"
"2012-04-11","USA",3200,"GKV","1"
"2012-04-11","Iran",20274,"unbekannt",""
"2012-04-11","Iran",2781,"unbekannt",""
"2012-04-11","Brasilien",682,"5.1","1"
"2012-04-17","Russland",60000,"GKV","2"
"2012-04-11","Singapur",148340,"ML (GKV)","10"
"2012-04-11","Russland",5220195,"ML (GKV)","10"
"2012-04-12","Slowakei",47230,"GKV","6"
"2012-04-12","Slowakei",96323,"GKV","6"
"2012-04-12","Schweden",16900,"ML (GKV)","4"
"2012-04-12","China",500413,"GKV","6"
"2012-04-12","Russland",559964,"GKV","6"
"2012-04-12","Taiwan",16000,"GKV","5"
"2012-04-12","Vereinigte Arabische Emirate",44365,"ML (GKV)","1"
"2012-04-12","China",182795,"GKV","2"
"2012-04-12","China",346888,"GKV","2"
"2012-04-12","China",200648,"GKV","2"
"2012-04-12","China",265781,"GKV","2"
"2012-04-12","China",520000,"GKV","2"
"2012-04-12","China",83248,"GKV","5"
"2012-04-12","China",1,"GKV","5"
"2012-04-12","Taiwan",1850000,"GKV","2"
"2012-04-13","Indonesien",522080,"GKV","6"
"2012-04-13","Taiwan",4554,"GKV","2"
"2012-04-13","Taiwan",2002,"GKV","2"
"2012-04-13","Indonesien",8000,"GKV","5"
"2012-04-13","Thailand",32335,"GKV","2"
"2012-04-13","China",87580,"GKV","2"
"2012-04-13","Thailand",3941,"GKV","2"
"2012-04-13","Slowenien",60000,"ML (GKV)","15"
"2012-04-13","Rumänien",11370,"GKV","6"
"2012-04-13","China",2000,"GKV","4"
"2012-04-13","Indien",2000,"GKV","4"
"2012-04-13","Taiwan",2000,"GKV","4"
"2012-04-13","Indien",2000,"GKV","4"
"2012-04-16","Deutschland",13950,"GKV","0"
"2012-04-16","Indonesien",365831,"GKV","2"
"2012-04-16","USA",20000,"GKV","0"
"2012-04-16","Serbien",6000,"GKV","2"
"2012-04-16","Weissrussland",14485,"ML (GKV)","1"
"2012-04-16","Pakistan",5200,"GKV","5"
"2012-04-16","Russland",724535,"GKV","2"
"2012-04-16","China",493100,"GKV","2"
"2012-04-16","China",660000,"GKV","2"
"2012-04-16","Taiwan",130000,"GKV","2"
"2012-04-16","Pakistan",11475,"GKV","5"
"2012-04-17","Aserbaidschan",37500,"GKV","4"
"2012-04-17","Turkmenistan",3345,"GKV","2"
"2012-04-17","Indonesien",553000,"GKV","3"
"2012-04-17","Hong Kong",39500,"GKV","3"
"2012-04-17","Slowenien",247024,"GKV","2"
"2012-04-17","Russland",318400,"GKV","2"
"2012-04-17","Kroatien",368500,"GKV","2"
"2012-04-17","Brasilien",480000,"GKV","5"
"2012-04-17","Brasilien",240000,"GKV","5"
"2012-04-17","Russland",881600,"GKV","2"
"2012-04-17","Serbien",21600,"GKV","2"
"2012-04-17","Rumänien",522847,"GKV","2"
"2012-04-18","Andorra",3500,"5.1","1"
"2012-04-18","Andorra",2000,"5.1","1"
"2012-04-18","Südafrika",19728,"GKV","2"
"2012-04-18","China",2119390,"GKV","2"
"2012-04-20","Indien",800000,"GKV","2"
"2012-04-18","Indonesien",2850,"GKV","5"
"2012-04-19","Indien",850000,"GKV","2"
"2012-04-19","Indien",300000,"GKV","2"
"2012-04-20","Indien",2745,"5.1","1"
"2012-04-20","Brasilien",1032,"5.1","1"
"2012-04-20","Israel",8185,"GKV","3"
"2012-04-20","China",196810,"GKV","2"
"2012-04-23","Deutschland",3300,"GKV","1"
"2012-04-23","Deutschland",500,"GKV","1"
"2012-04-23","Hong Kong",269800,"GKV","3"
"2012-04-23","China",317136,"GKV","2"
"2012-04-23","China",5321250,"GKV","2"
"2012-04-23","Russland",266299,"GKV","2"
"2012-04-24","Brasilien",1232,"GKV","2"
"2012-04-24","Brasilien",1186,"GKV","2"
"2012-04-24","Hong Kong",19100,"GKV","3"
"2012-04-24","Indien",4220,"GKV","2"
"2012-04-24","Jordanien",34807,"GKV","2"
"2012-04-24","Indonesien",7600,"GKV","1"
"2012-04-24","Mongolei",715000,"GKV","5"
"2012-04-27","Saudi-Arabien",1000000000,"ML (GKV)","10"
"2012-04-25","China",151596,"GKV","7"
"2012-04-25","China",363272,"GKV","2"
"2012-04-25","Hong Kong",439200,"GKV","3"
"2012-04-25","Saudi-Arabien",11370,"GKV","6"
"2012-04-26","China",151596,"GKV","7"
"2012-04-26","Eritrea",151596,"GKV","7"
"2012-04-26","Indien",78000,"GKV","3"
"2012-04-26","Indien",133488,"GKV","3"
"2012-04-26","Russland",63764,"GKV","7"
"2012-04-26","Indonesien",5000,"GKV","5"
"2012-04-30","USA",1904456,"GKV","0"
"2012-04-27","Russland",228000,"GKV","2"
"2012-04-27","China",77850,"GKV","3"
"2012-04-27","Südafrika",5032,"GKV","2"
"2012-04-27","Südafrika",10507,"GKV","2"
"2012-04-27","Südafrika",2940,"GKV","2"
"2012-04-27","Südafrika",24128,"GKV","2"
"2012-04-27","Südafrika",17690,"GKV","2"
"2012-04-27","Taiwan",8210,"GKV","2"
"2012-04-27","China",175231,"GKV","2"
"2012-04-27","China",175231,"GKV","2"
"2012-04-27","China",175231,"GKV","2"
"2012-04-27","China",175231,"GKV","2"
"2012-04-30","Russland",21600,"ML (GKV)","1"
"2012-04-30","Chile",107973,"GKV","5"
"2012-04-30","Schweden",18050,"ML (GKV)","4"
"2012-04-30","Russland",90266,"GKV","2"
"2012-04-30","Mexiko",1000,"GKV","5"
"2012-04-30","Myanmar",5800,"5.1","1"
"2012-04-30","Estland",7611,"GKV","6"
"2012-04-30","Estland",8093,"GKV","6"
"2012-04-30","Brasilien",362500,"GKV","2"
"2012-05-01","Malaysia",454000,"GKV","2"
"2012-05-01","Russland",365970,"GKV","2"
"2012-05-01","Russland",503360,"GKV","2"
"2012-05-01","Deutschland",43,"GKV","1"
"2012-05-01","Grossbritannien",129,"GKV","1"
"2012-05-01","Südkorea",1,"GKV","1"
"2012-05-01","Südkorea",329,"GKV","1"
"2012-05-01","Südkorea",329,"GKV","1"
"2012-05-01","Hong Kong",774000,"GKV","3"
"2012-05-07","China",105061,"GKV","7"
"2012-05-01","Russland",100062,"GKV","2"
"2012-05-02","Serbien",5280,"GKV","2"
"2012-05-03","China",645300,"GKV","3"
"2012-05-03","Russland",81000,"GKV","2"
"2012-05-03","Peru",105000,"ML (GKV)","1"
"2012-05-04","Brasilien",48000,"ML (GKV)","1"
"2012-05-03","Chile",55176,"GKV","6"
"2012-05-03","Malaysia",700300,"GKV","2"
"2012-05-03","China",78508,"GKV","5"
"2012-05-03","China",8488,"GKV","5"
"2012-05-04","Russland",150000,"GKV","2"
"2012-05-04","Russland",211460,"GKV","2"
"2012-05-04","China",19000,"GKV","1"
"2012-05-04","Russland",502905,"GKV","2"
"2012-05-04","Singapur",4000,"GKV","1"
"2012-05-04","Slowakei",174200,"GKV","2"
"2012-05-10","Thailand",780890,"GKV","6"
"2012-05-04","Israel",12000,"ML (GKV)","1"
"2012-05-04","Pakistan",1250,"GKV","2"
"2012-05-04","Saudi-Arabien",500000,"GKV","6"
"2012-05-07","Philippinen",60278,"ML (GKV)","7"
"2012-05-07","Singapur",2000,"GKV","1"
"2012-05-07","Hong Kong",126000,"GKV","3"
"2012-05-07","China",263000,"GKV","2"
"2012-05-07","China",466000,"GKV","2"
"2012-05-07","China",486000,"GKV","2"
"2012-05-07","Indien",445000,"GKV","2"
"2012-05-07","Russland",768243,"GKV","2"
"2012-05-07","China",518090,"GKV","2"
"2012-05-07","Indien",12334,"GKV","5"
"2012-05-07","Chile",462590,"GKV","5"
"2012-05-07","Russland",142384,"GKV","2"
"2012-05-07","Russland",64740,"GKV","2"
"2012-05-07","China",355000,"GKV","6"
"2012-05-07","China",4160000,"GKV","2"
"2012-05-07","China",1,"GKV","2"
"2012-05-07","China",960000,"GKV","2"
"2012-05-07","Russland",135000,"GKV","2"
"2012-05-07","Russland",205000,"GKV","2"
"2012-05-08","Libanon",74000,"GKV","5"
"2012-05-08","Indien",48000,"GKV","5"
"2012-05-08","China",1938000,"GKV","2"
"2012-05-08","China",2280000,"GKV","2"
"2012-05-08","Brasilien",228097,"GKV","2"
"2012-05-07","Brasilien",228097,"GKV","2"
"2012-05-08","Russland",372125,"GKV","2"
"2012-05-08","Russland",81000,"GKV","2"
"2012-05-08","Russland",273754,"GKV","2"
"2012-05-08","Indien",34913,"GKV","2"
"2012-05-08","Peru",5489,"GKV","6"
"2012-05-08","Peru",18440,"GKV","6"
"2012-05-09","Taiwan",56000,"GKV","5"
"2012-05-09","Hong Kong",37300,"GKV","3"
"2012-05-09","Hong Kong",539100,"GKV","3"
"2012-05-09","Hong Kong",39600,"GKV","3"
"2012-05-09","Peru",1085,"5.1","1"
"2012-05-10","China",101530,"GKV","2"
"2012-05-09","Kanada",1000,"5.1","1"
"2012-05-09","Kanada",1000,"5.1","1"
"2012-05-09","China",5321250,"GKV","2"
"2012-05-10","Kroatien",26227,"ML (GKV)","10"
"2012-05-10","Indien",2416,"ML (GKV)","1"
"2012-05-10","Indien",2830,"ML (GKV)","1"
"2012-05-10","Indien",2416,"ML (GKV)","1"
"2012-05-10","Indien",3950,"ML (GKV)","1"
"2012-05-11","Madagaskar",350,"5.1","1"
"2012-05-10","Brasilien",59524,"ML (GKV)","14"
"2012-05-10","China",252771,"GKV","2"
"2012-05-10","Schweden",36506,"ML (GKV)","4"
"2012-05-11","Jordanien",61840,"GKV","2"
"2012-05-11","Jordanien",13472,"GKV","2"
"2012-05-11","Thailand",658000,"GKV","2"
"2012-05-11","Grossbritannien",65008,"GKV","3"
"2012-05-11","Thailand",132000,"GKV","2"
"2012-05-11","Chile",755957,"GKV","6"
"2012-05-11","Chile",400901,"ML (GKV)","15"
"2012-05-11","Israel",26000,"GKV","2"
"2012-05-11","Israel",9773,"GKV","2"
"2012-05-11","Israel",35030,"GKV","2"
"2012-05-11","Argentinien",645000,"GKV","2"
"2012-06-27","China",351778,"GKV","2"
"2012-05-11","Slowenien",33000,"5.2","2"
"2012-05-11","Slowenien",9000,"5.2","2"
"2012-05-11","Peru",800000,"5.2","2"
"2012-05-11","Saudi-Arabien",750000,"5.2","2"
"2012-05-11","Taiwan",1900000,"GKV","2"
"2012-05-14","China",460000,"GKV","2"
"2012-05-14","Deutschland",130000,"GKV","2"
"2012-05-14","China",645300,"GKV","3"
"2012-05-14","China",103907,"GKV","6"
"2012-05-14","Vietnam",125140,"GKV","2"
"2012-05-15","Kroatien",514500,"GKV","2"
"2012-05-15","China",576000,"GKV","2"
"2012-05-15","Slowakei",10498,"5.1","1"
"2012-05-15","Taiwan",91000,"GKV","5"
"2012-05-15","Taiwan",950,"GKV","5"
"2012-05-15","Thailand",287551,"GKV","2"
"2012-05-15","Deutschland",51060,"GKV","0"
"2012-05-16","China",743680,"GKV","2"
"2012-05-16","Indien",9160,"GKV","3"
"2012-05-16","China",445901,"GKV","2"
"2012-05-16","Hong Kong",387000,"GKV","3"
"2012-05-16","Indien",3306,"5.1","1"
"2012-05-16","Guatemala",79838,"GKV","5"
"2012-05-16","Mexiko",80000,"ML (GKV)","15"
"2012-05-16","Mexiko",30000,"GKV","6"
"2012-05-16","Bangladesh",8821,"GKV","6"
"2012-06-20","Algerien",497000,"GKV","5"
"2012-05-18","Ägypten",9269,"GKV","2"
"2012-05-18","Taiwan",249780,"GKV","2"
"2012-05-21","Russland",1919870,"GKV","2"
"2012-09-12","Neuseeland",1396,"ML (GKV)","1"
"2012-05-21","Grossbritannien",190000,"ML (GKV)","10"
"2012-05-21","Weissrussland",788135,"GKV","2"
"2012-05-21","Weissrussland",2442800,"GKV","2"
"2012-05-21","Weissrussland",1685083,"GKV","2"
"2012-05-21","Weissrussland",917001,"GKV","2"
"2012-05-21","China",128016,"GKV","5"
"2012-05-22","Vietnam",5000000,"ML (GKV)","13"
"2012-05-22","Russland",195000,"GKV","2"
"2012-05-22","Ägypten",1172,"GKV","2"
"2012-07-18","China",1,"ChKV","0"
"2012-05-22","China",151596,"GKV","7"
"2012-05-22","Israel",46725,"GKV","7"
"2012-05-22","China",337319,"GKV","2"
"2012-05-22","Thailand",89081,"ML (GKV)","10"
"2012-05-22","Mexiko",6200,"GKV","6"
"2012-05-22","Mexiko",7600,"GKV","6"
"2012-05-22","Mexiko",50000,"ML (GKV)","5"
"2012-05-22","Tschechien",50100,"GKV","2"
"2012-05-23","Vereinigte Arabische Emirate",7811,"GKV","6"
"2012-05-23","Russland",520142,"GKV","6"
"2012-05-23","Italien",11550,"ML (GKV)","9"
"2012-05-23","Russland",38066,"GKV","3"
"2012-05-23","Deutschland",33250,"GKV","1"
"2012-05-23","Vietnam",710700,"GKV","2"
"2012-05-23","China",2000,"GKV","4"
"2012-05-23","Thailand",2000,"GKV","4"
"2012-05-23","China",1200,"GKV","7"
"2012-05-23","Tunesien",35000,"GKV","5"
"2012-05-23","Libanon",148980,"GKV","5"
"2012-05-24","Frankreich",110000,"GKV","0"
"2012-06-19","USA",11000,"GKV","0"
"2012-05-24","Hong Kong",125000,"GKV","3"
"2012-05-24","China",1085964,"GKV","2"
"2012-05-24","China",542982,"GKV","2"
"2012-05-24","Singapur",335687,"GKV","2"
"2012-05-25","Rumänien",202817,"GKV","2"
"2012-05-25","China",682000,"GKV","2"
"2012-05-25","China",81000,"GKV","3"
"2012-05-25","Deutschland",43,"GKV","1"
"2012-05-25","USA",50,"GKV","1"
"2012-05-25","Frankreich",43,"GKV","1"
"2012-05-29","Slowakei",625828,"GKV","2"
"2012-05-29","China",1998000,"GKV","2"
"2012-05-29","China",615617,"GKV","2"
"2012-05-29","Brasilien",27000,"5.1","1"
"2012-05-29","Russland",129408,"GKV","2"
"2012-05-29","Taiwan",6838,"GKV","2"
"2012-05-29","Schweden",8450,"ML (GKV)","4"
"2012-05-29","China",178500,"GKV","2"
"2012-05-30","Malaysia",2500,"GKV","5"
"2012-05-30","Bangladesh",2500,"GKV","5"
"2012-09-13","Brasilien",95000,"GKV","0"
"2012-05-30","Russland",455422,"GKV","2"
"2012-05-30","China",169371,"GKV","6"
"2012-05-30","Grossbritannien",21000,"GKV","0"
"2012-05-30","USA",45,"5.2","2"
"2012-05-30","China",305760,"GKV","6"
"2012-05-30","China",52000,"GKV","3"
"2012-05-30","Tschechien",3000,"GKV","5"
"2012-05-31","Hong Kong",152000,"GKV","3"
"2012-05-31","China",165870,"GKV","6"
"2012-05-31","Hong Kong",409000,"GKV","3"
"2012-05-31","Singapur",3427828,"GKV","6"
"2012-05-31","China",2131000,"GKV","2"
"2012-05-31","China",2137560,"GKV","2"
"2012-05-31","China",2367296,"GKV","2"
"2012-05-31","Ägypten",154500,"GKV","5"
"2012-06-01","China",246650,"GKV","2"
"2012-06-01","Singapur",4200,"GKV","1"
"2012-06-05","Dominikanische Republik",1129,"5.1","1"
"2012-06-01","China",367000,"GKV","6"
"2012-06-01","Thailand",169419,"GKV","2"
"2012-06-04","Hong Kong",127000,"GKV","3"
"2012-06-04","Taiwan",4266,"GKV","2"
"2012-06-04","Thailand",151596,"GKV","7"
"2012-06-04","Deutschland",8232,"ML (GKV)","6"
"2012-06-04","China",734000,"GKV","6"
"2012-06-04","Nigeria",890000,"GKV","5"
"2012-06-04","Mazedonien",15600,"GKV","2"
"2012-06-04","Malaysia",25000,"GKV","5"
"2012-06-04","China",326000,"GKV","2"
"2012-06-05","Iran",2340,"unbekannt",""
"2012-06-05","China",448000,"GKV","2"
"2012-06-05","Schweden",2101,"ML (GKV)","4"
"2012-06-05","Libanon",141000,"GKV","5"
"2012-06-05","Indien",10945,"5.1","1"
"2012-06-05","Brasilien",167000,"GKV","6"
"2012-06-05","Oman",254,"5.1","1"
"2012-06-05","Oman",398,"5.1","1"
"2012-06-05","Oman",450,"5.1","1"
"2012-06-05","Deutschland",10000,"ML (GKV)","14"
"2012-06-06","China",285000,"GKV","2"
"2012-06-06","Israel",2294,"GKV","2"
